player,gender,finish,origin,team,pair_id
Ashley Kelsey,,Winners in Operation Desert Scorn,w:c:mtvrealworld:The Real World: San Diego (2011),,row_002
Frank Fox,,Winners in Operation Desert Scorn,w:c:mtvrealworld:The Real World: San Diego (2011),,row_002
Sam McGinn,,Winners in Operation Desert Scorn,w:c:mtvrealworld:The Real World: San Diego (2011),,row_003
Zach Nichols,,Winners in Operation Desert Scorn,w:c:mtvrealworld:The Real World: San Diego (2011),,row_003
Dustin Zito,,Runners-Up in Operation Desert Scorn,w:c:mtvrealworld:The Real World: Las Vegas (2011),,row_004
Trishelle Cannatella,,Runners-Up in Operation Desert Scorn,w:c:mtvrealworld:The Real World: Las Vegas (2002),,row_004
Chet Cannon,,Third Place in Operation Desert Scorn,w:c:mtvrealworld:The Real World: Brooklyn,,row_005
Devyn Simone,,Third Place in Operation Desert Scorn,w:c:mtvrealworld:The Real World: Brooklyn,,row_005
JD Ordoñez,,Third Place in Operation Desert Scorn,w:c:mtvrealworld:The Real World: Brooklyn,,row_006
Sarah Rice,,Third Place in Operation Desert Scorn,w:c:mtvrealworld:The Real World: Brooklyn,,row_006
Derek Chavez,,"Eliminated in I Like to Move It, Move It",w:c:mtvrealworld:The Real World: Cancun,,row_007
Jonna Mannion,,"Eliminated in I Like to Move It, Move It",w:c:mtvrealworld:The Real World: Cancun,,row_007
Marie Roda,,Eliminated in A Woman Scorned,w:c:mtvrealworld:The Real World: St. Thomas,,row_008
Robb Schreiber,,Eliminated in A Woman Scorned,w:c:mtvrealworld:The Real World: St. Thomas,,row_008
Alton Williams,,Eliminated in The Chronicles of Nanyia,w:c:mtvrealworld:The Real World: Las Vegas (2002),,row_009
Nany González,,Eliminated in The Chronicles of Nanyia,w:c:mtvrealworld:The Real World: Las Vegas (2011),,row_009
CJ Koegel,,"Eliminated in Honey, I'm Homeless",w:c:mtvrealworld:The Real World: Cancun,,row_010
Jasmine Reynaud,,"Eliminated in Honey, I'm Homeless",w:c:mtvrealworld:The Real World: Cancun,,row_010
Jemmye Carroll,,Eliminated in I Do Not Like You Sam I Am,w:c:mtvrealworld:The Real World: New Orleans (2010),,row_011
Ryan Knight,,Eliminated in I Do Not Like You Sam I Am,w:c:mtvrealworld:The Real World: New Orleans (2010),,row_011
Laura Waller,,Eliminated in Going Insane,w:c:mtvrealworld:The Real World: St. Thomas,,row_012
Trey Weatherholtz,,Eliminated in Going Insane,w:c:mtvrealworld:The Real World: St. Thomas,,row_012
McKenzie Coburn,,Eliminated in N-A-R-C-I-S-S-I-S-T-I-C,w:c:mtvrealworld:The Real World: New Orleans (2010),,row_013
Preston Roberson-Charles,,Eliminated in N-A-R-C-I-S-S-I-S-T-I-C,w:c:mtvrealworld:The Real World: New Orleans (2010),,row_013
Camila Nakagawa,,Quit in N-A-R-C-I-S-S-I-S-T-I-C,Real World/Road Rules Challenge: Fresh Meat,,row_014
Big Easy Banks,,Quit in N-A-R-C-I-S-S-I-S-T-I-C,,,row_014
Brandon Nelson,,Eliminated in What Happens in Vegas...,,,row_015
Cara Maria Sorbello,,Eliminated in What Happens in Vegas...,,,row_015
Danny Jamieson,,Eliminated in The Perks of Being a Rookie,w:c:mtvrealworld:The Real World: Austin,,row_016
Melinda Collins,,Eliminated in The Perks of Being a Rookie,w:c:mtvrealworld:The Real World: Austin,,row_016
Lacey Buehler,,Eliminated in Tis the Season,w:c:mtvrealworld:The Real World: Austin,,row_017
Wes Bergmann,,Eliminated in Tis the Season,w:c:mtvrealworld:The Real World: Austin,,row_017
